id;pytanie
216;216. Proszę wskazać, w jakich przypadkach oferta wykonawcy może zostać zmieniona przez samego wykonawcę, a kiedy może zostać poprawiona przez zamawiającego. Proszę udzielić zamawiającemu porady prawnej co do dalszego postępowania w następującym stanie faktycznym: „Dnia 3 kwietnia upływał termin składania ofert. W tym samym dniu dokonano otwarcia ofert. Wykonawca złożył u zamawiającego ofertę 2 kwietnia. Jednocześnie wysłał za pośrednictwem poczty pismo do zamawiającego, informując, że cofa ofertę. Pismo doszło do zamawiającego w dniu 4 kwietnia”.
217;217. Zamawiający – jednostka sektora finansów publicznych zwrócił się do radcy prawnego z pytaniem, czy musi wykluczyć z postępowania wykonawcę będącego osobą fizyczną, który był karany. Proszę udzielić porady prawnej Zamawiającemu, w jakich przypadkach wykonawca karany podlega wykluczeniu oraz jakie są możliwości obrony wykonawcy przed wykluczeniem (tzw. samooczyszczenia). 
218;218. Proszę omówić trzy fakultatywne przesłanki wykluczenia wykonawcy z postępowania oraz wyjaśnić procedurę tzw. samooczyszczenia, uregulowaną w art. 24 ust. 8 ustawy Prawo zamówień publicznych.
219;219. Jednolity Europejski Dokument Zamówienia (JEDZ) – w jakich sytuacjach, zgodnie z ustawą Prawo zamówień publicznych, wykonawca ma obowiązek złożyć ten dokument. Proszę wskazać termin złożenia tego dokumentu oraz cel jego składania. Proszę wyjaśnić, jakie czynności powinien wykonać zamawiający, gdy stwierdzi, że JEDZ nie został złożony zgodnie z ustawą Prawo zamówień publicznych lub zawiera błędy. 
220;"220. W jaki sposób, zgodnie z ustawą Prawo zamówień publicznych, zamawiający dokonuje opisu przedmiotu zamówienia? Czy opis przedmiotu zamówienia, którego przedmiotem jest komputer dla obsługi biurowej zamawiającego, może brzmieć następująco – ""przedmiotem zamówienia jest zakup komputera HP""? "
221;221. Kiedy stosownie do ustawy Prawo zamówień publicznych zamawiający może przeprowadzić dialog techniczny i aukcję elektroniczną. Czy dialog techniczny i aukcja elektroniczna to tryby udzielenia zamówienia? 
222;222. Proszę, na podstawie ustawy Prawo zamówień publicznych, omówić sposób ustalania wartości zamówienia i znaczenie wartości zamówienia w zakresie wyboru trybu, sposobu publikacji ogłoszeń, terminu związania ofertą oraz terminów zastosowania środków ochrony prawnej. Jak obliczyć wartość zamówienia, gdy przedmiotem zamówienia jest udzielenie gminie X kredytu, przy uwzględnieniu, że: okres kredytowania wynosi 4 lata, kwota kredytu w granicach upoważnień zawartych w uchwale budżetowej, kiedy kwota kredytu wynosi 20 mln, a zamawiający na pewno wykorzysta pierwszą transzę w wysokości 5 mln zł?
223;223. Proszę omówić treść specyfikacji istotnych warunków zamówienia, o której mowa w ustawie Prawo zamówień publicznych – jakie elementy musi zawierać, i jaka jest jej funkcja w udzieleniu zamówienia publicznego. 
224;224. Na jakich zasadach, określonych w ustawie Prawo zamówień publicznych, wykonawca może powierzyć wykonanie części zamówienia podwykonawcy?
225;225. Proszę omówić przetarg nieograniczony jako tryb udzielania zamówień publicznych na podstawie ustawy Prawo zamówień publicznych.  Czy dopuszczalne jest w tym trybie dokonanie wyboru radcy prawnego, z którym zostanie zawarta umowa cywilnoprawna o świadczeniu bieżącej obsługi prawnej na rok. Łączne wynagrodzenie określone w umowie przekroczy równowartość 30 tys. euro.
226;226. Proszę wyjaśnić klientowi, kiedy może zastosować tryb partnerstwa innowacyjnego, o którym mowa w ustawie Prawo zamówień publicznych.
227;227. Proszę scharakteryzować tzw. procedurę odwróconą (art. 24aa Prawa zamówień publicznych). Jako radca prawny proszę wyjaśnić klientowi, kiedy procedura ta może być zastosowana.
228;228. Proszę omówić przetarg ograniczony jako tryb udzielania zamówień publicznych na podstawie ustawy Prawo zamówień publicznych. Czy dopuszczalne jest udzielenie zamówienia w trybie przetargu ograniczonego na dostawę energii elektrycznej? 
229;229. Proszę omówić różnice między negocjacjami z ogłoszeniem, a dialogiem konkurencyjnym w świetle w ustawy Prawo zamówień publicznych. Czy dopuszczalne byłoby udzielenie zamówienia w trybie negocjacji z ogłoszeniem (wartość zamówienia powyżej tzw. progów unijnych), gdy w postępowaniu prowadzonym uprzednio w trybie dialogu konkurencyjnego wszystkie oferty odrzucono z powodu rażąco niskiej ceny, a zamawiający w nowym postępowaniu nie zmienił pierwotnych warunków zamówienia w sposób istotny?
230;230. Kiedy - w trybie ustawy Prawo zamówień publicznych - można zastosować negocjacje z ogłoszeniem, a kiedy negocjacje bez ogłoszenia? Czy dopuszczalne byłoby udzielenie zamówienia w trybie negocjacji bez ogłoszenia (wartość zamówienia powyżej tzw. progów unijnych), gdy w postępowaniu prowadzonym uprzednio w trybie przetargu ograniczonego wszystkie oferty odrzucono z powodu rażąco niskiej ceny, a zamawiający w nowym postępowaniu nie zmienił pierwotnych warunków zamówienia w sposób istotny?
231;231. Proszę omówić tryb udzielenia zamówienia z wolnej ręki, o którym mowa w ustawie Prawo zamówień publicznych. Proszę podać przykłady zamówień (stanów faktycznych), które uzasadniałyby zastosowanie tego trybu. 
232;232. Instytucja wadium w świetle w ustawy Prawo zamówień publicznych. Czy zamawiający uprawniony jest, aby wymagać w SIWZ od wykonawców wniesienia wadium w formie gwarancji bankowej lub ubezpieczeniowej? Proszę ocenić sytuację: zamawiający wykluczył z postępowania wykonawcę, który nie wniósł wadium. Czy postąpił prawidłowo?
233;233. Proszę omówić przesłanki odrzucenia oferty na podstawie ustawy Prawo zamówień publicznych. 
234;234. Proszę omówić tryb postępowania zamawiającego w przypadku stwierdzenia podejrzenia, że oferta zawiera rażąco niską cenę w stosunku do przedmiotu zamówienia. Proszę wskazać rozłożenie ciężaru dowodu oraz konsekwencje stwierdzenia rażąco niskiej ceny.
235;235. Proszę omówić obligatoryjne i fakultatywne przesłanki unieważnienia przez zamawiającego postępowania o udzielenia zamówienia publicznego.  Czy w przypadku podzielenia zamówienia na części zamawiający zobowiązany jest unieważnić postępowanie na wszystkie części?
236;236. Konkurs w świetle ustawy Prawo zamówień publicznych. Proszę podać przykłady, kiedy zastosowanie konkursu jest dopuszczalne. Czy można przeprowadzić konkurs, którego przedmiotem będzie zaprojektowanie stroju służbowego dla pracowników urzędu gminy? 
237;237. Jawność dokumentów oraz zasady udostępniania umów w świetle ustawy Prawo zamówień publicznych. Co powinien zrobić zamawiający, gdy termin składania ofert w postępowaniu prowadzonym w trybie przetargu ograniczonego upływa 10 maja, a 5 maja jeden z wykonawców zawnioskował o podanie wartości szacunkowej zamówienia?
238;238. Jako radca prawny proszę wyjaśnić klientowi problematykę unieważniania umów o zamówienie publiczne w trybie ustawy Prawo zamówień publicznych.
239;239. Jako radca prawny proszę wyjaśnić klientowi, czy możliwa jest zmiana umowy o zamówienie publiczne, oraz kiedy możliwe jest odstąpienie od umowy w trybie ustawy Prawo zamówień publicznych.
240;240. Zabezpieczenie należytego wykonania umowy w świetle ustawy Prawo zamówień publicznych. Czy w postępowaniu prowadzonym w trybie przetargu nieograniczonego na dostawę samochodów służbowych o wartości zamówienia 1 mln zł postanowienie SIWZ ustalające, iż zabezpieczenie należytego wykonania umowy wynosi 100 tys. zł jest prawidłowe? Czy w przypadku wzrostu wynagrodzenia umownego zwiększeniu podlega także kwota zabezpieczenia należytego wykonania umowy?
241;241. Jakie podmioty mogą korzystać ze środków ochrony prawnej przewidzianych w ustawie Prawo zamówień publicznych? Proszę omówić przesłanki, tryb i terminy wnoszenia odwołania w świetle ustawy Prawo zamówień publicznych. Proszę ocenić, czy uprawnione jest wniesienie odwołania w postępowaniu o wartości niższej od równowartości 30 tys. Euro.
242;242. Jako radca prawny proszę wyjaśnić klientowi tryb postępowania przed Krajową Izbę Odwoławczą oraz rozstrzygnięcia, jakie mogą zapaść w wyniku rozpatrzenia odwołania. W szczególności proszę wyjaśnić, kto może uczestniczyć w postępowaniu odwoławczym, kto może wnieść sprzeciw, kto opozycję i w jakim terminie. 
243;243. Skarga do sądu w świetle ustawy Prawo zamówień publicznych (terminy, podmioty uprawnione do wniesienia skargi, wysokość opłaty sądowej). Proszę przedstawić opinię prawną, zmierzającą do udzielenia odpowiedzi na pytanie, czy zamawiający był uprawniony do zawarcia umowy w następującym stanie faktycznym: „Zamawiający niezwłocznie po wydaniu przez Krajową Izbę Odwoławczą wyroku oddalającego odwołanie dotyczące prawidłowości wyboru oferty najkorzystniejszej zawarł umowę z wybranym wykonawcą. Odwołujący wniósł skargę na orzeczenie KIO.”
244;244. Proszę wyjaśnić Klientowi czym zajmuje się Rzecznik Małych i Średnich Przedsiębiorców, a w szczególności, kto i w jakich sprawach może go prosić o interwencję. 
245;245. Proszę przedstawić klientowi informację na temat zasad tworzenia oddziałów na terytorium Rzeczypospolitej Polskiej przez przedsiębiorców zagranicznych z państw członkowskich UE.
246;246. Do radcy prawnego zgłosił się przedsiębiorca, prowadzący jednoosobowo działalność gospodarczą, który chciałby podjąć kroki zabezpieczające sprawne funkcjonowanie przedsiębiorstwa na wypadek jego śmierci. Proszę udzielić klientowi porady, wskazując w szczególności jak powołać zarządcę sukcesyjnego oraz kto może nim być. 
247;247. Do radcy prawnego zgłosił się klient, któremu złożono propozycję pełnienia funkcji zarządcy sukcesyjnego. Klient, zanim się zgodzi, chce wiedzieć, na czym polega wykonywanie zarządu sukcesyjnego. Proszę udzielić mu porady w tym zakresie.
248;248. Do radcy prawnego zgłosiła się wdowa po zmarłym tydzień wcześniej przedsiębiorcy, wpisanym do CEIDG. Przedsiębiorca ten zatrudniał pracowników i posiadał niezrealizowane kontrakty. Małżonkowie posiadali dwoje dzieci, które aktualnie przebywają za granicą, a zmarły mąż nie pozostawił testamentu. Proszę udzielić klientce porady prawnej, czy i w jaki sposób może zapewnić dalsze funkcjonowanie przedsiębiorstwa do czasu ustalenia z dziećmi jego dalszego losu. 
